YEAR,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total,condition,updated
2017,1632,1250,1045,669,765,418,217,194,167,212,198,163,6930,002,"1 June, 2020"
2018,250,271,364,536,473,228,158,157,160,232,169,141,3139,002,"1 June, 2020"
2019,238,267,321,384,440,286,245,209,159,178,134,102,2963,002,"1 June, 2020"
2020,123,123,529,1763,1425,0,0,0,0,0,0,0,3963,002,"1 June, 2020"
2010,178,132,153,158,340,310,455,459,637,485,392,219,3918,077,"1 June, 2020"
2011,197,216,221,196,188,192,226,387,475,456,354,224,3332,077,"1 June, 2020"
2012,207,218,194,135,174,206,265,477,765,556,361,239,3797,077,"1 June, 2020"
2013,219,173,169,202,181,226,299,363,357,348,331,340,3208,077,"1 June, 2020"
2014,312,263,213,170,155,153,212,276,327,385,331,225,3022,077,"1 June, 2020"
2015,186,195,205,159,258,283,338,433,476,689,504,410,4136,077,"1 June, 2020"
2016,292,266,244,217,151,157,194,168,188,278,296,282,2733,077,"1 June, 2020"
2017,259,198,216,240,598,641,724,905,1371,1134,613,367,7266,077,"1 June, 2020"
2018,309,238,198,176,199,308,260,221,349,332,314,259,3163,077,"1 June, 2020"
2019,188,199,217,219,225,298,426,564,996,967,1049,825,6173,077,"1 June, 2020"
2020,429,267,150,56,73,0,0,0,0,0,0,0,975,077,"1 June, 2020"
1993,415,228,208,166,188,200,289,323,488,529,647,353,4034,029,"1 June, 2020"
